Country,Year,Country_Code,Continent,Region,Population,GDP_Per_Capita,Per_Capita_Sugar_Consumption,Total_Sugar_Consumption,Sugar_From_Sugarcane,Sugar_From_Beet,Sugar_From_HFCS,Processed_Food_Consumption,Avg_Daily_Sugar_Intake,Diabetes_Prevalence,Obesity_Rate,Sugar_Imports,Sugar_Exports,Avg_Retail_Price_Per_Kg,Gov_Tax,Gov_Subsidies,Education_Campaign,Urbanization_Rate,Climate_Conditions,Sugarcane_Production_Yield
USA,2021,USA,North America,Northern America,58633506.22,5651.4,10.47,614083.7,81.63,34.24,49.07,14.05,28.7,4.09,17.44,7649972.97,6308716.18,1.16,0,0,0,10.42,5,66.87
China,2011,CHN,Asia,East Asia,38630955.06,15159.63,8.98,346784.16,67.43,30.63,33.18,276.28,24.6,3.69,11,9357397.24,7726076.14,2.52,0,0,0,51.33,5,50.55
South Africa,1968,ZAF,Africa,Sub-Saharan Africa,154848297,26691.41,49.3,7634431.96,72.55,35.57,33.79,122.64,135.09,9.27,12.88,6053213.76,2015930.43,3.15,0,0,1,16.92,4,90.6
Mexico,1966,MEX,North America,Central America,219953287.9,17503.9,17.94,3946006.64,69.57,22.9,7.51,298.84,49.16,9.09,35.24,1111951.51,6120865.7,1.6,0,1,0,55.31,4,88.99
France,1975,FRA,Europe,Western Europe,79108015.34,23860.53,67.22,5317403.59,63.39,26.78,38.14,45.53,184.17,10.09,38.71,6910467.33,7785742.9,1.75,1,0,1,34.86,4,82.87
Indonesia,1965,IDN,Asia,Southeast Asia,255613506.2,37373.84,56.21,14367500.99,79.1,37.23,43.39,103.1,154.01,14.86,10.13,8519994.12,3682795.56,2.18,0,0,0,85.02,3,46.39
Indonesia,2003,IDN,Asia,Southeast Asia,32592593.59,23236.62,49.62,1617173.53,55.34,30.94,0.02,273.06,135.95,8.24,23.04,175391.58,8561772.8,2.35,0,1,1,53.94,3,46.92
Russia,2016,RUS,Europe,Eastern Europe,254941980.5,35206.73,31.77,8100183.34,86.62,17.26,32.5,278.48,87.06,2.86,12.71,676548.52,4822326.98,0.71,0,0,1,57.97,1,78.82
South Africa,2020,ZAF,Africa,Sub-Saharan Africa,74081448.79,42159.93,34.62,2564459.83,73.18,17.83,50.34,80.04,94.85,8.04,13.48,9426858.11,3527916.37,4.09,0,0,0,89.07,3,54.59
Germany,1962,DEU,Europe,Western Europe,212726637.5,26579.76,61.56,13096295.72,56.17,22.33,31.99,128.15,168.69,15.03,23.99,4145611.48,2306909.26,4.61,0,0,0,66.94,5,85.64
Australia,2003,AUS,Oceania,Australia & New Zealand,3714797.985,47434.69,6.65,24711.71,68.08,17.69,26.07,24.98,18.23,11.4,24.98,1853364.32,2450609.11,3.96,0,0,1,73.66,5,51.48
Germany,2011,DEU,Europe,Western Europe,28986725.5,17995.65,57.16,1656805.14,66.93,11.56,56.21,141.74,156.61,10.73,11.71,2022710.14,7024297.7,4.46,1,1,0,50.21,2,49.46
Australia,1973,AUS,Oceania,Australia & New Zealand,183177323.9,13001.47,34.09,6244873.17,61.93,25.82,4.58,10.14,93.41,11.91,23.17,905463.26,4230369.19,3.43,0,0,0,62.94,3,87.82
Australia,1973,AUS,Oceania,Australia & New Zealand,55542370.51,34807.95,35.16,1952755.97,57,35.42,8.29,101.9,96.33,4.98,36.91,6576408.62,2799942.25,1.07,0,0,0,12.45,5,83.17
Mexico,1968,MEX,North America,Central America,9435892.208,9199.61,26.17,246941.79,60.55,22.24,41.11,217.38,71.71,6.49,25.44,8786095.73,5071011.84,3.5,0,0,0,18.96,3,62.25
Russia,1995,RUS,Europe,Eastern Europe,140617080.2,45048.41,44.46,6251790.73,72.22,12.67,6.53,220,121.82,13.3,32.48,3809675.61,338496.35,1.54,0,1,0,19.13,1,73.71
USA,1982,USA,North America,Northern America,99825629.28,19635.42,48.92,4883346.81,77.43,33.46,8.11,134.06,134.04,3.26,32.1,5308336.88,5120114.37,3.31,1,0,1,45.64,3,37.56
Indonesia,2016,IDN,Asia,Southeast Asia,240874821.5,35058.36,15.45,3721271.91,89.18,31.45,52.32,13.76,42.33,6.32,18.5,2588990.62,5948242.55,4.09,0,0,0,69.42,2,52.35
USA,2011,USA,North America,Northern America,245829868.3,28724.08,41.77,10268706.19,58.63,29.51,12.61,47.99,114.45,15.33,32.58,7765225.23,9381629.44,1.38,0,0,0,75.84,5,36.92
Brazil,1974,BRA,South America,South America,88617090.16,35599.4,55.82,4946966.07,54.68,32.38,23.81,14.77,152.96,12.79,19.85,9982291.55,4564369.33,4.67,0,0,1,18.82,1,31.88
Australia,2023,AUS,Oceania,Australia & New Zealand,139026368.7,39605.23,40.44,5622737.14,87.56,34.06,8.2,72.94,110.82,8.07,32.52,8512156.96,5543873.96,0.74,1,0,1,58.08,4,65.36
Germany,1966,DEU,Europe,Western Europe,210974552.1,49132.39,32.92,6945758.81,65.27,36.44,23.17,161.84,90.21,4.1,39.77,1407704.91,9817171.2,3.43,0,0,1,39.78,2,35.48
Mexico,1979,MEX,North America,Central America,21723257.39,21098.32,39.38,855473.15,86.96,26.35,24.97,46.46,107.9,11.78,27.06,8441054.74,1567265.76,2.98,0,0,0,27.56,2,96.07
China,2023,CHN,Asia,East Asia,100416629.4,25395.11,36.89,3704056.95,85.58,18.78,37.72,261.22,101.07,8.36,13.71,538657.46,6611540.12,0.8,0,1,0,67.95,4,62.09
Japan,1965,JPN,Asia,East Asia,122402534.1,13825.27,25.27,3093442.95,61.19,30.28,2.24,235,69.25,14.24,9.2,3848479.21,3912972.39,2.53,0,0,1,28.59,1,93.25
Japan,2010,JPN,Asia,East Asia,187775735.4,9862.56,7.43,1394738.45,62.1,9.94,36.36,139.42,20.35,5.44,22.51,1896554.17,2689041.36,0.68,0,0,1,58.91,5,59.67
Australia,1998,AUS,Oceania,Australia & New Zealand,29803976.37,7079.06,48.03,1431478.7,61.09,35.4,3.92,187.73,131.6,7.64,36.42,2851819.14,2969380.71,3.78,0,1,1,65.43,3,32.87
India,1960,IND,Asia,South Asia,233336746.6,48923.48,44.25,10325105.03,67.01,19.21,9.23,150.2,121.24,5.74,27.68,7101281.22,3696449.13,4.98,0,0,0,11.02,5,39.67
Australia,1966,AUS,Oceania,Australia & New Zealand,31039181.49,13882.78,64.15,1991101.57,69.97,35.66,58.89,134.18,175.77,8.57,39.02,5608840.24,2222867.95,3.8,0,0,0,51.99,1,61.08
Indonesia,1994,IDN,Asia,Southeast Asia,258596051.1,37991.03,12.64,3267614.56,80.33,23.15,1.37,207.3,34.62,10.24,18.75,3989676.74,3899158.65,3.44,0,0,1,26.12,3,51.7
Japan,1984,JPN,Asia,East Asia,32873712.42,22758.52,38.97,1281153.18,60.71,20.87,38.54,75.87,106.78,5.59,23.47,6460144.05,7581972.76,4.58,0,0,1,35.75,2,54.96
Germany,1997,DEU,Europe,Western Europe,267376936.2,12408.48,14.8,3957210.27,61.95,17.72,8.33,151.16,40.55,7.01,17.76,1993.59,5971751.13,3.91,1,1,0,69.74,4,93.3
France,1982,FRA,Europe,Western Europe,109767192.4,45710.02,34.62,3800259.08,73.94,7.15,49.27,244.14,94.86,2.97,27.89,8789888.46,7485189.57,4.16,0,0,0,62,3,62.26
France,1997,FRA,Europe,Western Europe,254118614.9,28514.79,60.73,15432679.99,68.93,22.8,28.35,36.89,166.4,15.19,14.49,4890396.34,2464474.7,0.94,0,0,0,60.44,5,72.41
Indonesia,2017,IDN,Asia,Southeast Asia,4062184.876,11513.43,59.2,240485.1,60.04,36.54,27.62,185.05,162.21,11.62,30.88,1171637.12,3312530.32,4.56,0,0,0,57.33,4,85.6
Australia,1970,AUS,Oceania,Australia & New Zealand,80442255.26,16545.54,40.58,3264452.43,57.92,25.51,40.26,289.44,111.19,9.49,39.14,7572732.45,3207318.35,4.6,0,0,1,32.16,5,76.8
Australia,1993,AUS,Oceania,Australia & New Zealand,272593158.1,37510.53,46.21,12595823.28,81.83,35.18,50.32,134.47,126.61,9.76,10.99,9950235.64,6753199.25,1.49,0,1,0,64.1,1,35.87
China,1990,CHN,Asia,East Asia,117064642.1,17480.72,40.85,4782289.05,78.28,39.99,0.42,246.24,111.93,11.29,35.57,7663303.71,4071099.24,4.26,0,1,0,30.47,2,43.28
Indonesia,1997,IDN,Asia,Southeast Asia,212206401.8,25544.95,41.48,8802390.65,59.99,11.25,1.22,146.37,113.66,5.69,37.78,1395413.89,2802179.39,4.82,0,1,0,81.96,3,66.9
Japan,2013,JPN,Asia,East Asia,42863604.79,6160.6,62.53,2680467.29,66.61,28.09,16.35,78.05,171.35,3.88,31.93,9299802.44,6302111.89,1.68,0,0,1,23.15,4,92.54
Australia,2009,AUS,Oceania,Australia & New Zealand,203833108.8,42578.29,18.6,3791853.95,56.17,19.59,44.3,150.67,50.97,7.76,18.8,5844772.12,9094971.14,1.25,0,0,0,79.28,1,69.99
Germany,2014,DEU,Europe,Western Europe,22875137.66,37010.29,33.52,766769.63,52.13,12.31,11.63,138.15,91.84,14.59,7.18,8660474.14,3045911.66,1.78,1,0,0,51.16,1,68.83
Russia,2005,RUS,Europe,Eastern Europe,215480216.8,38156.87,44.65,9622071.97,73.41,13.43,24.4,83.19,122.35,9.67,6.05,4221178.45,7062120.04,3.37,0,1,1,66.48,2,78.79
France,1971,FRA,Europe,Western Europe,97817681.36,9320.17,54.75,5355311.63,64.54,13.56,30.46,112.41,150.01,14.73,25.84,2785039.5,4130432.7,4.6,0,0,0,12.39,2,34.46
Australia,1972,AUS,Oceania,Australia & New Zealand,50711794.11,1863.29,12.62,640040.81,54.58,17.43,27.88,259.19,34.58,5.85,15.67,9485843.19,5782948.51,1.43,0,0,0,79.81,2,43.04
Japan,2023,JPN,Asia,East Asia,188726856.3,16096.91,19.42,3665858.34,77.2,13.95,47.92,99.17,53.22,10.77,20.57,1537848.18,3940528.83,2.01,0,1,0,34.39,5,56.87
USA,2017,USA,North America,Northern America,101932721,17726.97,64.25,6549043.17,60.86,36.01,13.75,278.29,176.04,3.78,13.77,7820351.68,7981502.3,2.76,0,0,0,65.64,2,35.34
Russia,1979,RUS,Europe,Eastern Europe,115629126.8,45727.66,28.24,3265222.44,86.3,6.2,19.6,13.91,77.37,4.6,33.43,2783476.07,5184635.02,1.26,0,0,1,11.38,2,59.08
South Africa,2018,ZAF,Africa,Sub-Saharan Africa,196005684.6,49642.75,5.18,1014588.48,57.71,30.75,31.59,47.23,14.18,3.55,32.99,5707446.27,6696567.29,3.7,1,0,0,74.66,3,66.95
Brazil,1960,BRA,South America,South America,222046635.3,22284.4,25.13,5580843.93,72.9,24.19,31.49,46.12,68.87,2.62,10.43,4321050.22,686391.7,3.19,0,0,0,12.86,3,97.75
Indonesia,1999,IDN,Asia,Southeast Asia,173741270.9,1405.66,44.89,7799496.83,54.34,7.15,52.55,176.48,123,3.76,20.61,1437852.13,4709806.29,1.67,0,1,1,32.39,2,66.41
China,2019,CHN,Asia,East Asia,39371587.06,40105.77,52.23,2056466.32,71.98,22.6,6.75,235.59,143.12,11.83,33.55,4206517.04,5660983.56,1.8,0,0,0,65.41,1,47.8
USA,2020,USA,North America,Northern America,206445798.6,33755.38,47.03,9708709.14,62.33,17.65,43.29,151.91,128.86,7.87,38.46,8256039.8,9134488.48,1.27,0,1,1,35.66,2,39.93
Indonesia,2000,IDN,Asia,Southeast Asia,6411712.255,32639.64,29.54,189413.53,79.48,32.23,13.42,38.4,80.94,14.29,33.2,8800199.67,1077829.17,2.89,1,1,1,73.75,2,60.57
Australia,1976,AUS,Oceania,Australia & New Zealand,241514344.7,40547.65,32.98,7964414.32,53.11,33.41,10.42,252.86,90.36,9.75,36.27,6336538.06,2372462.59,2.12,1,0,0,12.04,1,50.59
Australia,2004,AUS,Oceania,Australia & New Zealand,91835511.35,46438.68,59.47,5461370.19,86.72,10.87,14.18,69.8,162.95,4.14,5.68,4677703.58,9360157.55,1.61,0,0,0,76.58,2,79.61
Australia,1963,AUS,Oceania,Australia & New Zealand,36046253.61,19781.74,48.08,1733141.13,69.13,23.28,30.17,37.38,131.74,3.2,31.53,2067225.87,4820850.55,0.73,0,1,1,88.64,5,79.77
South Africa,2004,ZAF,Africa,Sub-Saharan Africa,288977185.2,48769.38,18.22,5266534.95,78.19,26.86,11.66,18.09,49.94,7.58,31.03,8066441.97,5542944.68,0.85,0,1,0,32.39,1,78.79
Japan,2017,JPN,Asia,East Asia,232375294.9,33389.03,23.61,5486233.39,57.13,21.83,6.72,189.16,64.69,8.8,7.51,3096178.98,8994663.53,3.76,0,0,0,14.83,4,57.64
Mexico,2008,MEX,North America,Central America,72123720.03,42641.88,28.76,2074035.54,85.2,36.43,27.16,131.91,78.79,8.25,15.33,8014118.06,912217.1,3.18,0,0,0,19.43,3,34.45
India,1978,IND,Asia,South Asia,289076406.8,11467.69,42.5,12285195.74,59.31,38.83,3.44,135.98,116.44,10.8,28.9,35402.62,513665.78,2.15,0,1,0,83.61,5,30.71
Indonesia,1989,IDN,Asia,Southeast Asia,42895183.53,16195.22,28.82,1236375.97,57.62,13.23,32.34,243.29,78.98,14.37,11.78,3481097.89,4580838.78,3.46,0,0,0,62.43,4,74.29
USA,1991,USA,North America,Northern America,197365148.4,16188.19,35.8,7065536.65,89.38,35.27,56.75,225.08,98.09,9.7,8.11,9110011.08,6012670.92,2.79,1,1,0,36.87,4,42.18
South Africa,2022,ZAF,Africa,Sub-Saharan Africa,246621554.9,44270.23,37.64,9283234.82,62.54,13.5,8.58,214.59,103.14,9.72,34,6469515.95,7004637.44,4.7,0,0,1,60.07,5,58.47
France,2015,FRA,Europe,Western Europe,115127917.5,25819.75,32.78,3773927.33,88.58,34.67,26,267.9,89.82,15.53,24.95,4923090.76,8888775.98,4.83,1,1,0,35.34,1,62.03
Russia,1967,RUS,Europe,Eastern Europe,187745538.5,16405.46,52.11,9783796.96,83.39,5.67,13.07,56.43,142.79,5.24,13.88,9808574.84,6249666.75,4.36,0,0,1,13.85,1,60.75
Germany,1980,DEU,Europe,Western Europe,120063521.3,2343.61,19.92,2391856.74,71.2,19.77,31.17,23.48,54.59,10.73,21.89,302525.41,1799030.06,2.34,0,0,1,79.09,5,61.45
China,1976,CHN,Asia,East Asia,13363916.92,7334.04,49.82,665748.08,58.21,6.41,8.61,138.18,136.5,7.2,27.49,2757166.42,7861598.59,4.83,0,1,0,17.03,4,79.64
Japan,1976,JPN,Asia,East Asia,219182701.5,11244.99,39.43,8642571.13,85.2,12.28,0.92,218.86,108.04,5.5,28.58,9951987.14,7675889.52,2.46,0,0,0,70.06,2,44.33
Japan,2015,JPN,Asia,East Asia,192642872.9,32178.5,11.65,2243732.78,52.88,21.78,9.73,22.27,31.91,14.52,36.32,6043386.26,791182.45,4.26,0,0,1,20.75,5,32.26
Australia,1980,AUS,Oceania,Australia & New Zealand,127690131,9463.85,6.17,787576.26,77.31,6.35,20.13,81.99,16.9,3.26,20.34,7309051.91,9437384.06,4.72,0,1,1,50.06,5,81.73
Mexico,1974,MEX,North America,Central America,91546038.7,19384.18,16.01,1466003.2,83.23,6.16,0.66,233.53,43.88,2.72,5.44,7538437.11,3962223.29,3.84,0,0,1,44.15,1,52.04
China,1986,CHN,Asia,East Asia,96897025.66,39871.65,54.47,5277628.05,83.28,10.43,51.43,76.82,149.24,9.37,14.34,3952135.38,1206321.24,1.12,0,0,0,57.63,3,96.21
Mexico,1984,MEX,North America,Central America,222567558.5,6675.57,30,6676768.92,76.21,21.2,35.01,120.53,82.2,9.66,8.26,9409914.95,2371029.35,4.39,0,0,0,89.8,2,48.79
Indonesia,1992,IDN,Asia,Southeast Asia,219019102.8,4483.77,57.32,12553512.03,60.04,39.09,1.63,226.6,157.05,4.71,34.34,1644801.71,9060390.12,1.03,1,0,0,70.9,2,50.26
Japan,1961,JPN,Asia,East Asia,245856607.7,27228.53,37.62,9250079.01,71.27,8.27,13.72,134.82,103.09,15.18,10.25,8112651.23,4890132.14,4.6,0,0,1,21.97,5,94.26
China,2011,CHN,Asia,East Asia,228891948,35054.42,7.13,1631663.31,75.18,26.77,39.86,233.69,19.53,3.36,17.54,5515142.85,6750487.25,4.85,1,0,1,50.22,2,72.85
Brazil,2001,BRA,South America,South America,227625316.4,45592.18,60,13656698.25,85.59,22.4,1.8,88.37,164.39,12.76,10.09,2875958.15,4502307.27,3.77,0,0,0,32.3,1,60.9
Germany,2018,DEU,Europe,Western Europe,76280196.98,33267.85,65.86,5023594.34,56.39,7.11,22.62,287.84,180.45,8.26,23.08,4791187.21,994953.14,4.33,0,0,0,54.32,5,31.19
USA,1975,USA,North America,Northern America,31382153.83,47335.85,9.82,308297.91,68.6,6.19,5.8,37.2,26.92,5.64,11.85,5330957.68,6495234.52,0.83,0,0,1,19.96,3,64.94
Russia,2014,RUS,Europe,Eastern Europe,228763927.5,12604.04,18.54,4241922.25,63.33,12.76,23.5,227.92,50.81,5.17,31.73,3636638.12,9987563.65,1.71,0,0,0,69.67,2,35.04
Australia,1995,AUS,Oceania,Australia & New Zealand,30486787.88,17420.15,51.51,1570403.1,67.11,28.97,58.08,31.51,141.14,5.47,22.19,3049317.09,5175722.82,3.49,0,1,0,75.92,4,86.5
India,1967,IND,Asia,South Asia,294651310.2,42045.83,69.82,20571496.76,57.32,38.68,27.3,255.08,191.3,10.47,22.36,4436237.75,2215044.89,4.38,0,0,0,22.1,2,95.89
Germany,1975,DEU,Europe,Western Europe,262651691,40647.16,61.96,16273831.02,58.7,24.46,36.82,49.59,169.77,4.01,38.29,8365375.55,2731220.68,4.55,0,0,0,84.24,2,37.94
Brazil,1966,BRA,South America,South America,160505019,33412.07,11.43,1834830.94,80.79,6.6,24.51,180.08,31.32,12.28,16.24,7124631.4,2470774.86,2.65,0,0,0,81.27,2,72.89
Japan,1964,JPN,Asia,East Asia,106302886,25548.2,44.47,4727333.04,69.14,14.03,18.9,106.73,121.85,6.06,18.33,813287.78,9445084.27,1.88,0,1,0,75.16,2,96.45
Mexico,1982,MEX,North America,Central America,158526067.7,1376.71,48.24,7647018.6,70.57,37.98,36.64,185.37,132.17,8.75,25.72,7664615.81,9524155.08,2.15,0,1,0,68.18,1,81.54
China,1967,CHN,Asia,East Asia,220556248.1,14381.98,46,10146488.54,85.9,5.44,37.24,23.87,126.05,4.1,16.94,9281712.86,2856496.71,2.36,0,0,1,65.58,1,57.35
France,1962,FRA,Europe,Western Europe,227142663.6,8337.71,41.92,9522710.22,59.6,26.08,36.92,265.59,114.87,9.07,34.01,9582751.02,69896.05,3.14,0,0,0,29.4,5,94.21
Russia,1994,RUS,Europe,Eastern Europe,23026133.6,3033.15,23.99,552471.86,63.17,11.26,1.61,217.12,65.74,10.7,24.13,4063188.69,3163381.84,3.72,0,0,1,76.8,1,65.82
Australia,2009,AUS,Oceania,Australia & New Zealand,241651374.4,38915.95,48.45,11708710.09,62.34,7.32,41.79,110.25,132.76,3.76,5.09,9169360.42,5683112.55,0.68,0,0,0,54.65,1,53.44
Mexico,1995,MEX,North America,Central America,192807627.4,6999.95,52.35,10093350.56,76.37,13.91,40.55,146.46,143.44,14.49,16.27,1675740.96,8189082.78,3.57,0,0,0,36.41,3,41.68
Mexico,2018,MEX,North America,Central America,13133304.56,18191.94,42.42,557177.86,72.5,37.79,4.21,191.6,116.24,6.86,22.47,3995340.13,4177684.08,3.74,0,0,1,22.19,1,36.57
France,1995,FRA,Europe,Western Europe,94635200.54,48884.12,37.32,3531322.84,68.86,31.66,11.41,189.16,102.24,7.28,32.32,5067666.46,4839742.23,3.56,0,0,1,68.57,1,73.63
Indonesia,1974,IDN,Asia,Southeast Asia,153681769.2,20753.09,19.24,2956373.99,76.72,10.99,31.22,195.52,52.71,4.6,30.92,1827548.2,1265627.53,4.24,0,1,1,24.35,4,35.26
Indonesia,1989,IDN,Asia,Southeast Asia,57346996.17,7504.57,40.41,2317223.64,69.36,7.3,21.65,54.93,110.72,14.42,28.46,6884281.47,5727711.59,4.97,0,0,1,85.47,1,59.97
France,1974,FRA,Europe,Western Europe,47416918.13,34643.24,13.34,632365.31,82.64,22.26,34.56,240.02,36.54,6.8,34.19,4113624.11,6151419.77,2.11,0,0,1,85.71,5,75.69
France,1963,FRA,Europe,Western Europe,273553639.4,14317.96,55.56,15198729.85,85.62,19.14,32.88,242.07,152.24,12.63,21.09,5269461.34,3171403.73,4.27,0,1,0,70.2,1,91.7
Russia,1993,RUS,Europe,Eastern Europe,17776278.55,40562.87,48.96,870286.09,54.79,33.01,27.54,279.27,134.14,7.23,23.92,2867671.35,2850462.61,0.7,0,1,0,47.08,4,83.2
Australia,1982,AUS,Oceania,Australia & New Zealand,110437415,13940.29,47.19,5211220.65,53.76,22.52,15.82,39.95,129.29,9.09,39.07,9410299.83,8840290.37,1.31,0,0,0,89.31,2,80.79
Indonesia,2017,IDN,Asia,Southeast Asia,62525719.54,34809.04,65.33,4084699.1,76.23,36.39,36.93,113.25,179,16.5,39.17,8256467.56,5720996.06,4.84,0,0,1,36.11,5,39.77
Indonesia,1994,IDN,Asia,Southeast Asia,222568897.6,6677.78,29.75,6621475.13,65.59,32.69,49.63,163.98,81.52,9.06,22.41,8180016.66,7076602.88,4.54,0,0,1,65.75,4,95.87
South Africa,1987,ZAF,Africa,Sub-Saharan Africa,212448212.6,21677.24,30.98,6582194.04,68.23,24.43,15.74,49.12,84.89,8.73,9.97,6427063.97,4112108.92,2.2,0,0,1,62.99,5,35.87
Japan,1990,JPN,Asia,East Asia,242060501.2,26264.45,31.89,7720168.41,77.84,32.66,47.29,85.15,87.39,13.11,36.06,968491.02,3916488.66,4.3,1,0,1,31.13,2,65.65
Mexico,2001,MEX,North America,Central America,185425682.1,36401.54,35.24,6535031.65,58.58,8.32,25.06,24.26,96.57,3.36,5.94,4456129,3117624.74,1.26,0,0,1,56.69,3,48.04
France,1992,FRA,Europe,Western Europe,177904294.9,32676.54,38.33,6819924.55,51.76,12.05,6.71,207.59,105.04,7.76,20.82,6480511.19,2499834.76,4.56,1,1,0,43.88,5,68.95
Japan,1977,JPN,Asia,East Asia,122726103.9,42740.47,55.57,6820028.65,67.56,29.51,54.64,153.95,152.26,12.39,22.44,1985473.03,9640893.97,2.41,0,1,1,63.45,1,39.25
USA,1964,USA,North America,Northern America,191271251.3,9622.41,19.15,3662981.25,85.79,5.2,40.9,19.07,52.47,14.3,10.14,4023023.98,4347526.22,1.68,0,1,1,50.53,5,84.5
Japan,1968,JPN,Asia,East Asia,35446469.91,33231.7,33.22,1177371.81,68.03,5.16,50.46,98.06,91.01,11.2,18,4817308.43,3435353.67,4.28,0,0,0,31.58,2,83.35
Australia,1979,AUS,Oceania,Australia & New Zealand,205669341.9,6823.63,37.83,7781145.56,72.88,18.31,39.29,128.36,103.66,9.76,28.51,8341957.49,3591347.76,1.61,0,0,1,23.1,5,43.52
China,2010,CHN,Asia,East Asia,258660230.9,26465.6,50.63,13095004.47,68.56,39.33,32.5,15.29,138.72,9.39,32.26,3493223.72,1781931.91,2.94,0,1,1,57.16,4,62.15
Russia,1977,RUS,Europe,Eastern Europe,159576714.5,3982.66,43.08,6875253.02,59.41,38.26,15.67,33.53,118.05,15.2,15.28,3404994.93,6658254.36,2.09,0,1,0,30.15,5,87.9
Mexico,2015,MEX,North America,Central America,175872423.1,42043.95,18.14,3190192.16,56.55,34.67,37.85,11.68,49.7,12.95,5.43,988184.04,142724.37,3.18,0,0,0,17.09,4,86.38
China,1974,CHN,Asia,East Asia,233039697.2,14696.02,5.55,1293472.15,64.01,12.05,34.01,112.44,15.21,6.34,26.21,7860054.54,7304164.53,1.47,0,1,0,81.58,4,98.82
Russia,2018,RUS,Europe,Eastern Europe,128848834,32200.11,32.89,4238372.13,56.66,26.83,52.95,275.2,90.13,11.65,27.18,9866959.34,7872692.14,2.07,0,0,0,23.62,5,41.43
Russia,1973,RUS,Europe,Eastern Europe,87211703.58,11425.37,58.12,5069143.35,79.25,10.3,32.03,47.21,159.26,12.81,37.58,5068041.94,3434412.78,2.65,0,0,1,70.03,4,61.67
Indonesia,2021,IDN,Asia,Southeast Asia,39283765.86,10046.7,31.51,1237830.19,75.97,15.96,35.06,213.12,86.34,12.76,13.32,641971.06,1361079.52,3.45,0,0,0,25.8,2,30.67
India,1994,IND,Asia,South Asia,57912419.78,21366.28,64.5,3735542.87,62.51,31.47,9.08,86.43,176.74,6.51,29.73,7630349.45,7607132.39,2.28,0,0,1,61.24,3,49.04
Indonesia,1999,IDN,Asia,Southeast Asia,1157825.262,3420.34,59.77,69197.45,72.05,17.06,48.24,154.3,163.76,11.65,12.01,3776878.54,4568084.53,2.94,0,1,0,22.54,4,63.84
France,2010,FRA,Europe,Western Europe,260957072.7,45890.03,17.53,4574041.03,83.18,37.41,31.89,134.92,48.03,10.71,32.51,1230091.72,1746446.75,4.79,0,1,0,54.76,5,64.32
Mexico,2002,MEX,North America,Central America,229722560.1,47035.39,15.12,3473778.49,83.57,19.24,5.31,150.37,41.43,3.79,6.07,5570576.11,6099793.07,1.34,0,0,1,73.55,2,40.69
Japan,2019,JPN,Asia,East Asia,66386046.22,22685.91,20.85,1384131.25,76.18,12.69,42.06,231.16,57.13,12.54,14.41,2488756.12,6034968.7,1.24,0,0,0,13.07,3,78.78
USA,2019,USA,North America,Northern America,1714637.088,10857.35,28.38,48660.24,54.96,12.35,29.34,15.35,77.76,10.35,14.02,9392779.86,6253480.35,3.15,0,1,0,82.95,1,82.57
USA,1995,USA,North America,Northern America,148142775.2,23793.44,42.93,6359211.87,56.52,29.05,20.08,105.46,117.62,9.46,34.71,7008868.89,2778106.74,4.81,0,1,0,18.01,1,34.9
Russia,2006,RUS,Europe,Eastern Europe,124359386.6,5446.69,13.07,1624792.4,61.67,17.89,55.29,108.68,35.8,2.82,24.17,4148439.7,36037.87,3.87,0,0,1,48.21,3,46.73
Indonesia,2015,IDN,Asia,Southeast Asia,233025979.8,20190.97,39.58,9223793.6,76.83,13.3,49.28,37.48,108.46,8.87,19.47,7700547,7539686.01,1.66,1,1,1,87.11,4,65.16
France,2001,FRA,Europe,Western Europe,121465756.5,4146.44,42.75,5192692.69,60.32,29.29,2.57,13.1,117.14,14.04,13.55,4640920.9,135787.82,4.04,1,0,1,18.55,3,60.77
Germany,1979,DEU,Europe,Western Europe,259369729.4,35455.2,47.96,12438818.67,68.58,19.75,41.92,218.51,131.4,7.94,16.3,9205593.94,3060730.3,1.96,0,0,0,55.65,2,53.8
China,1970,CHN,Asia,East Asia,29655630.49,14147.82,40.76,1208644.38,83.02,34.61,10.33,265.99,111.67,15.67,30.25,7119970.47,3128902.38,1.98,0,0,0,32.56,4,41.42
Indonesia,2016,IDN,Asia,Southeast Asia,110391567.8,26272.64,58.64,6472937.48,85.67,24.21,1,100.18,160.66,13.58,34.76,9787618.43,2315187.34,1.73,0,0,0,75.13,1,56.36
Japan,2000,JPN,Asia,East Asia,280248328.7,1170.2,46.7,13088543.82,83.54,39.03,13.12,199.38,127.97,13.78,8.22,3392041.83,3660458,3.15,0,0,0,59.42,5,85.9
South Africa,2013,ZAF,Africa,Sub-Saharan Africa,4507157.076,26469.5,65.1,293397.22,54.66,18.11,2.87,298.59,178.36,11.14,5.51,8288661.62,7673444.69,0.5,0,0,1,64.06,2,73.21
Indonesia,2000,IDN,Asia,Southeast Asia,78651274.76,46297.01,33.35,2622796.97,77.37,27.56,45.45,90.23,91.37,8,34.32,3391567.68,1270262.2,3.83,0,1,0,43.26,3,67.52
USA,1984,USA,North America,Northern America,160026356,25307.32,18.63,2981210.62,74.75,29.79,10.69,247.24,51.04,10.46,5.8,2420945.97,8013279.7,0.77,0,0,1,85.75,3,31.69
France,2021,FRA,Europe,Western Europe,84351273.28,5453.29,5.68,479439.65,59.9,5.59,12.56,10.95,15.57,13.64,25.25,8374619.07,1270633.9,3.87,0,0,0,46.2,4,50.3
